0.16,-55.61,22.65
0.16,-56.19,22.49
0.16,-56.97,22.48
0.16,-57.36,22.27
0.16,-57.96,22.65
0.16,-58.54,22.75
0.16,-59.11,22.45
0.16,-59.7,22.68
0.16,-60.47,22.68
0.16,-61.24,22.37
0.16,-61.82,22.23
0.16,-62.4,22.72
0.16,-62.99,22.65
0.16,-62.99,22.57
0.16,-64.15,22.46
0.16,-64.73,22.54
0.16,-65.31,22.68
0.16,-65.89,22.9
0.16,-66.48,22.53
0.16,-67.27,22.55
0.16,-68.05,22.54
0.16,-68.63,22.44
0.16,-69.21,22.4
0.16,-69.79,22.76
0.16,-70.38,22.53
0.16,-71.16,22.49
0.16,-71.54,22.55
0.16,-72.12,22.33
0.16,-72.71,22.16
0.16,-73.3,22.72
0.16,-74.09,22.35
0.16,-74.86,22.43
0.16,-75.45,22.44
0.16,-76.04,22.67
0.16,-76.62,22.55
0.16,-76.62,22.64
0.16,-77.79,22.22
0.16,-78.57,22.52
0.16,-79.16,22.53
0.16,-79.74,22.57
0.16,-80.52,22.73
0.16,-81.31,22.39
0.16,-81.9,22.5
0.16,-82.48,22.39
0.16,-83.07,22.41
0.16,-83.66,22.6
0.16,-84.43,22.54
0.16,-85.22,22.42
0.16,-85.8,22.71
0.16,-86.38,22.64
0.16,-86.96,22.52
0.16,-86.96,22.36
0.16,-88.13,22.91
0.16,-88.72,22.29
0.16,-89.3,22.55
0.16,-89.89,22.8
0.16,-90.48,22.41
0.16,-91.26,22.58
0.16,-92.04,22.38
0.16,-92.62,22.73
0.16,-93.21,22.37
0.16,-93.79,22.46
0.16,-94.37,22.54
0.16,-95.15,22.87
0.16,-95.53,22.34
0.16,-96.12,22.28
0.16,-96.71,22.49
0.16,-97.31,22.52
0.16,-98.1,22.58
0.16,-98.5,22.36
0.16,-99.08,22.25
0.16,-99.66,22.49
0.16,-100.24,22.43
0.16,-100.82,22.41
0.16,-100.82,22.34
0.16,-101.99,22.33
0.16,-102.38,22.46
0.16,-102.96,22.44
0.16,-103.56,22.29
0.16,-103.56,22.36
0.16,-104.73,22.42
0.16,-105.51,22.39
0.16,-106.1,22.59
0.16,-106.68,22.33
0.16,-107.27,22.51
0.16,-107.27,22.62
0.16,-108.43,22.41
0.16,-109.22,22.53
0.16,-109.79,22.1
0.16,-110.38,22.69
0.16,-110.96,22.45
0.16,-111.74,22.33
0.16,-112.32,22.79
0.16,-112.91,22.61
0.16,-113.5,22.48
0.16,-114.09,22.22
0.16,-114.09,22.46
0.16,-115.25,22.44
0.16,-116.03,22.45
0.16,-116.61,22.55
0.16,-117.2,22.43
0.16,-117.79,22.34
0.16,-118.38,22.57
0.16,-119.17,22.47
0.16,-119.55,22.4
0.16,-120.14,22.32
0.16,-120.73,22.46
0.16,-120.73,22.75
